hour,nodes,edges,replies,retweets,quotes,interactions,independent,neutral,positive,negative,ntweets,per_neutral,per_positive,per_negative,indeg_pos,indeg_neg,indeg_neu
2016-06-11_07,248144,647018,178,1826,72,2076,529,907,1151,547,2605,0.3481765834932822,0.4418426103646833,0.20998080614203454,223111.0,71616.0,64966.0
2016-06-11_08,248418,647917,131,1217,76,1424,374,644,826,328,1798,0.3581757508342603,0.4593993325917686,0.18242491657397109,223432.0,71802.0,65020.0
2016-06-11_09,249131,650120,332,2925,135,3392,845,1481,1806,950,4237,0.3495397687042719,0.4262449846589568,0.2242152466367713,224211.0,72177.0,65118.0
2016-06-11_10,249735,652089,333,2794,131,3258,951,1465,1882,862,4209,0.34806367308149205,0.4471370871941079,0.2047992397244001,225106.0,72435.0,65217.0
2016-06-11_11,250258,654022,307,2600,106,3013,921,1354,1760,820,3934,0.344178952719878,0.44738179969496694,0.20843924758515506,225788.0,72667.0,65271.0
2016-06-11_12,250751,655788,316,2288,102,2706,830,1196,1539,801,3536,0.3382352941176471,0.435237556561086,0.22652714932126697,226341.0,72888.0,65342.0
2016-06-11_13,251200,657586,305,2346,116,2767,690,1208,1412,837,3457,0.3494359271044258,0.40844663002603415,0.24211744286954007,226809.0,73047.0,65428.0
2016-06-11_14,251658,659213,308,2166,88,2562,655,991,1553,673,3217,0.30805097917314267,0.48274790177183713,0.2092011190550202,227246.0,73208.0,65525.0
2016-06-11_15,252064,660846,280,2183,87,2550,668,1040,1452,726,3218,0.32318210068365444,0.4512119328775637,0.22560596643878186,227644.0,73438.0,65656.0
2016-06-11_16,252445,662322,252,2047,85,2384,567,810,1492,649,2951,0.27448322602507624,0.5055913249745849,0.21992544900033886,228156.0,73600.0,65726.0
2016-06-11_17,253006,664087,243,2427,95,2765,562,895,1804,628,3327,0.2690111211301473,0.5422302374511572,0.18875864141869553,228737.0,73740.0,65862.0
2016-06-11_18,253439,665707,231,2370,86,2687,628,988,1673,654,3315,0.2980392156862745,0.5046757164404223,0.19728506787330316,229466.0,73938.0,65939.0
2016-06-11_19,253982,667472,234,2529,93,2856,543,1077,1667,655,3399,0.31685789938217124,0.490438364224772,0.19270373639305677,230263.0,74121.0,65987.0
2016-06-11_20,254506,669140,219,2526,89,2834,550,892,1859,633,3384,0.2635933806146572,0.5493498817966903,0.1870567375886525,231143.0,74334.0,66039.0
2016-06-11_21,254911,670748,321,2234,107,2662,552,947,1620,647,3214,0.29464841319228374,0.5040448039825762,0.20130678282514,231936.0,74477.0,66115.0
2016-06-11_22,255270,672108,266,1922,122,2310,441,739,1467,545,2751,0.26862958924027625,0.5332606324972737,0.19810977826245002,232636.0,74587.0,66284.0
2016-06-11_23,255445,672891,200,1004,61,1265,301,468,800,298,1566,0.2988505747126437,0.5108556832694764,0.19029374201787994,232923.0,74644.0,66342.0
2016-06-12_00,255568,673336,82,552,31,665,142,219,402,186,807,0.27137546468401486,0.49814126394052044,0.23048327137546468,233069.0,74663.0,66374.0
2016-06-12_01,255640,673540,43,278,18,339,108,124,243,80,447,0.27740492170022374,0.5436241610738255,0.1789709172259508,233166.0,74669.0,66398.0
2016-06-12_02,255682,673677,37,196,12,245,72,89,141,87,317,0.2807570977917981,0.444794952681388,0.2744479495268139,233226.0,74686.0,66419.0
2016-06-12_03,255714,673807,14,176,5,195,84,79,126,74,279,0.2831541218637993,0.45161290322580644,0.26523297491039427,233287.0,74695.0,66424.0
2016-06-12_04,255769,673980,12,261,5,278,76,102,154,98,354,0.288135593220339,0.4350282485875706,0.2768361581920904,233370.0,74715.0,66446.0
2016-06-12_05,255833,674255,29,406,18,453,163,188,317,111,616,0.3051948051948052,0.5146103896103896,0.18019480519480519,233487.0,74729.0,66473.0
2016-06-12_06,255981,674937,89,927,45,1061,311,443,655,274,1372,0.3228862973760933,0.4774052478134111,0.19970845481049562,233705.0,74787.0,66505.0
2016-06-12_07,256291,676293,217,1821,86,2124,568,833,1253,606,2692,0.30943536404160477,0.46545319465081725,0.22511144130757801,234171.0,74886.0,66584.0
2016-06-12_08,256995,679091,549,3791,199,4539,1390,1726,3046,1157,5929,0.29111148591668073,0.5137459942654747,0.1951425198178445,235166.0,75180.0,66896.0
2016-06-12_09,257846,682178,502,4590,182,5274,1080,1822,3057,1475,6354,0.2867485048788165,0.48111425873465535,0.23213723638652817,236657.0,75539.0,67316.0
2016-06-12_10,258423,684508,436,3131,142,3709,994,1494,2121,1088,4703,0.3176695726132256,0.45098873059749095,0.23134169678928343,237547.0,75776.0,67484.0
2016-06-12_11,258903,686538,399,2852,140,3391,773,1286,1868,1010,4164,0.30883765609990393,0.44860710854947167,0.2425552353506244,238429.0,76090.0,67594.0
2016-06-12_12,259448,688524,315,2753,109,3177,701,1248,1736,894,3878,0.3218153687467767,0.44765342960288806,0.23053120165033522,239127.0,76322.0,67725.0
2016-06-12_13,259869,690152,235,2299,85,2619,598,1080,1438,699,3217,0.335716506061548,0.44700031084861674,0.21728318308983524,239639.0,76577.0,67805.0
2016-06-12_14,260251,691566,276,2072,107,2455,593,929,1478,641,3048,0.30479002624671914,0.4849081364829396,0.2103018372703412,240200.0,76771.0,67947.0
2016-06-12_15,260625,693127,222,2154,96,2472,572,910,1455,679,3044,0.29894875164257556,0.4779894875164258,0.22306176084099869,240747.0,76906.0,68026.0
2016-06-12_16,261057,694967,262,2452,102,2816,551,979,1688,700,3367,0.29076329076329077,0.5013365013365013,0.2079002079002079,241310.0,77061.0,68156.0
2016-06-12_17,261530,696703,255,2304,79,2638,531,876,1709,584,3169,0.2764278952350899,0.5392868412748502,0.18428526349005997,241877.0,77186.0,68226.0
2016-06-12_18,261963,698276,238,2310,83,2631,581,951,1600,661,3212,0.2960772104607721,0.49813200498132004,0.20579078455790784,242589.0,77322.0,68288.0
2016-06-12_19,262394,699940,256,2494,99,2849,482,976,1774,581,3331,0.29300510357250076,0.5325728009606725,0.17442209546682677,243464.0,77464.0,68417.0
2016-06-12_20,262802,701814,251,2720,119,3090,488,1043,1747,788,3578,0.29150363331470097,0.4882615986584684,0.22023476802683062,244252.0,77686.0,68472.0
2016-06-12_21,263231,703486,278,2345,100,2723,659,1164,1571,647,3382,0.34417504435245416,0.46451803666469543,0.19130691898285038,244938.0,77826.0,68550.0
2016-06-12_22,263603,704718,252,1699,90,2041,567,832,1266,510,2608,0.31901840490797545,0.4854294478527607,0.1955521472392638,245485.0,77883.0,68587.0
2016-06-12_23,263757,705286,94,765,31,890,209,337,497,265,1099,0.30664240218380345,0.45222929936305734,0.2411282984531392,245671.0,77932.0,68630.0
2016-06-13_00,263831,705566,73,351,15,439,98,190,247,100,537,0.3538175046554935,0.45996275605214154,0.186219739292365,245762.0,77941.0,68647.0
2016-06-13_01,263863,705723,32,233,9,274,71,125,158,62,345,0.36231884057971014,0.4579710144927536,0.17971014492753623,245831.0,77959.0,68664.0
2016-06-13_02,263892,705827,11,152,0,163,59,87,87,48,222,0.3918918918918919,0.3918918918918919,0.21621621621621623,245866.0,77967.0,68674.0
2016-06-13_03,263919,705929,5,158,0,163,39,60,80,62,202,0.297029702970297,0.39603960396039606,0.3069306930693069,245903.0,77977.0,68677.0
2016-06-13_04,263971,706112,11,260,6,277,75,130,169,53,352,0.3693181818181818,0.48011363636363635,0.15056818181818182,245976.0,77980.0,68720.0
2016-06-13_05,264058,706501,40,564,26,630,198,294,355,179,828,0.35507246376811596,0.428743961352657,0.21618357487922704,246152.0,78031.0,68749.0
2016-06-13_06,264246,707364,94,1324,42,1460,504,611,884,469,1964,0.31109979633401225,0.45010183299389,0.23879837067209775,246499.0,78086.0,68802.0
2016-06-13_07,264587,708727,245,2024,97,2366,750,1019,1286,811,3116,0.32702182284980746,0.4127086007702182,0.26026957637997433,247048.0,78259.0,68897.0
2016-06-13_08,264985,710220,268,1976,111,2355,798,1048,1245,860,3153,0.33238185854741514,0.3948620361560419,0.272756105296543,247474.0,78394.0,69050.0
2016-06-13_09,265486,711818,274,2238,108,2620,985,1347,1341,917,3605,0.37364771151178916,0.37198335644937586,0.2543689320388349,248038.0,78615.0,69233.0
2016-06-13_10,265927,713347,277,2189,111,2577,1033,1385,1414,811,3610,0.38365650969529086,0.39168975069252077,0.22465373961218837,248511.0,78752.0,69368.0
2016-06-13_11,266386,714953,297,2430,143,2870,1072,1380,1729,833,3942,0.350076103500761,0.43860984271943176,0.2113140537798072,249170.0,78898.0,69475.0
2016-06-13_12,266970,716929,327,2822,153,3302,1206,1584,1707,1217,4508,0.3513753327417924,0.3786601597160603,0.2699645075421473,249846.0,79235.0,69579.0
2016-06-13_13,267508,718749,257,2613,116,2986,887,1367,1590,916,3873,0.35295636457526464,0.41053446940356314,0.23650916602117222,250449.0,79497.0,69674.0
2016-06-13_14,267979,720359,253,2611,130,2994,924,1433,1641,844,3918,0.3657478305257785,0.41883614088820825,0.21541602858601328,251229.0,79787.0,69801.0
2016-06-13_15,268431,722167,304,2717,103,3124,953,1522,1585,970,4077,0.3733137110620554,0.388766249693402,0.23792003924454255,251976.0,80100.0,69960.0
2016-06-13_16,268951,724184,299,3231,156,3686,941,1527,2088,1012,4627,0.33001945104819536,0.45126431813269935,0.21871623081910524,252913.0,80320.0,70192.0
2016-06-13_17,269330,725968,284,2756,127,3167,899,1394,1941,731,4066,0.3428430890309887,0.47737333989178554,0.17978357107722578,253741.0,80461.0,70349.0
2016-06-13_18,269741,727672,313,2472,118,2903,803,1326,1596,784,3706,0.3577981651376147,0.4306529951430113,0.211548839719374,254439.0,80610.0,70567.0
2016-06-13_19,270231,729618,334,2919,133,3386,799,1266,2020,899,4185,0.3025089605734767,0.4826762246117085,0.21481481481481482,255298.0,80828.0,70718.0
2016-06-13_20,270705,731698,290,3493,154,3937,678,1474,2361,780,4615,0.3193932827735645,0.5115926327193933,0.16901408450704225,256688.0,81038.0,70923.0
2016-06-13_21,271605,735545,449,5678,296,6423,1103,2554,3344,1628,7526,0.33935689609354236,0.44432633537071486,0.21631676853574275,258356.0,81254.0,71547.0
2016-06-13_22,272390,738410,313,3666,140,4119,739,1727,2075,1056,4858,0.35549608892548373,0.42713050638122685,0.21737340469328942,259086.0,81384.0,71918.0
2016-06-13_23,272730,739742,186,1748,49,1983,367,792,958,600,2350,0.33702127659574466,0.4076595744680851,0.2553191489361702,259411.0,81592.0,72053.0
2016-06-14_00,272888,740311,86,820,22,928,218,365,485,296,1146,0.31849912739965097,0.4232111692844677,0.2582897033158813,259608.0,81698.0,72140.0
2016-06-14_01,272983,740608,37,427,9,473,118,214,231,146,591,0.36209813874788493,0.39086294416243655,0.2470389170896785,259706.0,81732.0,72178.0
2016-06-14_02,273067,740809,20,300,10,330,102,133,207,92,432,0.30787037037037035,0.4791666666666667,0.21296296296296297,259786.0,81752.0,72208.0
2016-06-14_03,273127,740973,16,262,4,282,99,115,188,78,381,0.30183727034120733,0.49343832020997375,0.2047244094488189,259872.0,81785.0,72232.0
2016-06-14_04,273204,741309,16,541,14,571,180,200,321,230,751,0.2663115845539281,0.4274300932090546,0.3062583222370173,259989.0,81856.0,72281.0
2016-06-14_05,273470,742320,87,1424,39,1550,395,604,796,545,1945,0.31053984575835475,0.40925449871465297,0.2802056555269923,260264.0,82096.0,72387.0
2016-06-14_06,274094,744673,217,3187,121,3525,1010,1531,1629,1375,4535,0.33759647188533626,0.35920617420066153,0.3031973539140022,260832.0,82725.0,72566.0
2016-06-14_07,275126,748265,387,4298,176,4861,1479,2182,2316,1842,6340,0.3441640378548896,0.36529968454258677,0.29053627760252365,261461.0,83490.0,72758.0
2016-06-14_08,276166,751766,423,4342,175,4940,1658,2372,2371,1855,6598,0.3595028796605032,0.3593513185813883,0.2811458017581085,262131.0,84300.0,72942.0
2016-06-14_09,277144,754832,423,3716,200,4339,1368,2212,1916,1579,5707,0.38759418258279305,0.3357280532679166,0.27667776414929035,262704.0,84957.0,73200.0
2016-06-14_10,277975,757582,420,3542,183,4145,1396,2149,1944,1448,5541,0.3878361306623353,0.35083919870059554,0.2613246706370691,263363.0,85520.0,73421.0
2016-06-14_11,278730,760138,406,3379,180,3965,1445,2074,1940,1396,5410,0.3833641404805915,0.3585951940850277,0.25804066543438076,264083.0,85897.0,73592.0
2016-06-14_12,279621,762971,418,3690,163,4271,1423,2077,2113,1504,5694,0.36476993326308393,0.37109237794169303,0.26413768879522304,264791.0,86466.0,73829.0
2016-06-14_13,280320,765067,312,2910,124,3346,1197,1689,1689,1165,4543,0.3717807616112701,0.3717807616112701,0.25643847677745985,265340.0,86865.0,74113.0
2016-06-14_14,280947,767100,338,2816,142,3296,1132,1676,1672,1080,4428,0.3785004516711834,0.37759710930442636,0.24390243902439024,265939.0,87265.0,74308.0
2016-06-14_15,281548,769210,320,2975,160,3455,1088,1725,1718,1100,4543,0.37970504072198985,0.37816420867268324,0.24213075060532688,266653.0,87610.0,74441.0
2016-06-14_16,282217,771456,384,3280,160,3824,1174,1859,1746,1393,4998,0.3719487795118047,0.34933973589435774,0.27871148459383754,267471.0,88031.0,74584.0
2016-06-14_17,282955,774031,390,3780,172,4342,1231,2026,2029,1518,5573,0.36353848914408754,0.36407679885160593,0.2723847120043065,268342.0,88600.0,74765.0
2016-06-14_18,283755,776809,393,4133,188,4714,1249,2058,2441,1464,5963,0.34512829112862653,0.40935770585275866,0.24551400301861478,269525.0,89217.0,74971.0
2016-06-14_19,284616,779841,474,4236,206,4916,1203,2143,2458,1518,6119,0.3502206242850139,0.4016996241215885,0.24807975159339762,270661.0,89686.0,75272.0
2016-06-14_20,285503,783161,487,4945,220,5652,1114,2214,3020,1532,6766,0.32722435707951525,0.4463493940289684,0.2264262488915164,272151.0,90202.0,75730.0
2016-06-14_21,286502,786849,604,4979,277,5860,1324,2518,2807,1859,7184,0.3505011135857461,0.3907293986636971,0.2587694877505568,273244.0,90604.0,76593.0
2016-06-14_22,287118,789685,474,3732,182,4388,890,1887,2096,1295,5278,0.3575217885562713,0.3971201212580523,0.2453580901856764,273913.0,90936.0,77179.0
2016-06-14_23,287484,791290,238,2023,63,2324,427,956,1159,636,2751,0.3475099963649582,0.4213013449654671,0.2311886586695747,274319.0,91025.0,77341.0
2016-06-15_00,287615,791827,85,697,40,822,205,347,402,278,1027,0.33787731256085685,0.3914313534566699,0.27069133398247325,274453.0,91067.0,77400.0
2016-06-15_01,287713,792092,49,406,17,472,178,260,244,146,650,0.4,0.37538461538461537,0.2246153846153846,274546.0,91093.0,77451.0
2016-06-15_02,287778,792285,22,297,11,330,111,132,166,143,441,0.29931972789115646,0.3764172335600907,0.3242630385487528,274621.0,91115.0,77471.0
2016-06-15_03,287853,792491,9,348,10,367,110,146,189,142,477,0.3060796645702306,0.39622641509433965,0.2976939203354298,274712.0,91138.0,77540.0
2016-06-15_04,287952,792848,34,611,21,666,205,291,319,261,871,0.3340987370838117,0.36624569460390355,0.29965556831228474,274851.0,91197.0,77645.0
2016-06-15_05,288195,793901,113,1448,64,1625,557,636,880,666,2182,0.2914757103574702,0.4032997250229148,0.30522456461961506,275104.0,91318.0,77782.0
2016-06-15_06,288783,796286,310,3214,132,3656,1150,1764,1682,1360,4806,0.36704119850187267,0.3499791926758219,0.28297960882230544,275669.0,91540.0,78128.0
2016-06-15_07,289653,799989,506,4721,234,5461,1811,2835,2301,2136,7272,0.38985148514851486,0.3164191419141914,0.29372937293729373,276395.0,91962.0,78406.0
2016-06-15_08,290555,803582,484,4902,257,5643,1711,2828,2495,2031,7354,0.3845526244220832,0.33927114495512645,0.27617623062279034,277615.0,92353.0,78672.0
2016-06-15_09,291626,807487,501,4770,340,5611,1856,3098,2577,1792,7467,0.4148921923128432,0.3451185214945761,0.2399892861925807,278465.0,92583.0,78984.0
2016-06-15_10,293075,812260,517,5805,294,6616,2176,3942,2682,2168,8792,0.4483621474067334,0.30505004549590536,0.24658780709736125,279546.0,92978.0,79339.0
2016-06-15_11,294759,817610,597,6658,333,7588,2526,4880,3024,2210,10114,0.48249950563575245,0.29899149693494165,0.2185089974293059,280894.0,93445.0,79853.0
2016-06-15_12,296405,822696,565,6156,343,7064,1999,4348,2752,1963,9063,0.47975284122255324,0.3036522122917356,0.21659494648571112,281992.0,93781.0,80398.0
2016-06-15_13,297700,826815,491,5048,277,5816,1622,3350,2679,1409,7438,0.4503898897553106,0.3601774670610379,0.18943264318365152,283210.0,94098.0,80908.0
2016-06-15_14,298715,830959,422,5507,222,6151,1413,2991,3187,1386,7564,0.39542570068746696,0.4213379164463247,0.18323638286620836,284685.0,94332.0,81243.0
2016-06-15_15,299763,834877,468,5064,227,5759,1377,2790,3087,1259,7136,0.39097533632286996,0.4325952914798206,0.17642937219730942,285952.0,94679.0,81517.0
2016-06-15_16,300743,838574,465,4916,225,5606,1456,2552,2903,1607,7062,0.3613707165109034,0.41107335032568676,0.2275559331634098,287111.0,95135.0,81808.0
2016-06-15_17,301778,842526,444,6121,207,6772,1788,2685,4189,1686,8560,0.31366822429906543,0.4893691588785047,0.1969626168224299,289316.0,95583.0,82173.0
2016-06-15_18,303135,847968,619,9018,252,9889,2168,3479,6161,2417,12057,0.288546072820768,0.5109894666998425,0.20046446047938957,292984.0,96180.0,82963.0
2016-06-15_19,304214,852370,492,6630,191,7313,1346,2696,4207,1756,8659,0.3113523501559072,0.4858528698464026,0.20279477999769027,295335.0,96592.0,83466.0
2016-06-15_20,305152,856244,427,5531,183,6141,1131,2462,3057,1753,7272,0.33855885588558854,0.4203795379537954,0.24106160616061606,297104.0,96986.0,83830.0
2016-06-15_21,306035,859755,418,4776,175,5369,1249,2239,2526,1853,6618,0.338319734058628,0.38168631006346326,0.2799939558779087,298319.0,97487.0,84156.0
2016-06-15_22,307189,863625,370,4687,142,5199,888,2568,1663,1856,6087,0.4218827008378512,0.2732051913914901,0.3049121077706588,299095.0,97775.0,84447.0
2016-06-15_23,307734,865306,177,2044,61,2282,529,1132,882,797,2811,0.40270366417644965,0.3137673425827108,0.2835289932408396,299487.0,97855.0,84588.0
2016-06-16_00,307956,865982,97,916,35,1048,232,475,479,326,1280,0.37109375,0.37421875,0.2546875,299762.0,97890.0,84664.0
2016-06-16_01,308089,866329,41,498,11,550,157,267,268,172,707,0.37765205091937765,0.37906647807637905,0.24328147100424327,299916.0,97914.0,84720.0
2016-06-16_02,308191,866555,30,319,5,354,77,169,123,139,431,0.39211136890951276,0.2853828306264501,0.3225058004640371,300015.0,97927.0,84762.0
2016-06-16_03,308288,866770,8,295,5,308,84,143,112,137,392,0.3647959183673469,0.2857142857142857,0.3494897959183674,300097.0,97937.0,84804.0
2016-06-16_04,308427,867171,24,587,11,622,162,282,291,211,784,0.3596938775510204,0.3711734693877551,0.26913265306122447,300265.0,97957.0,84857.0
2016-06-16_05,308766,868329,95,1572,38,1705,431,780,715,641,2136,0.3651685393258427,0.3347378277153558,0.3000936329588015,300627.0,98064.0,84949.0
2016-06-16_06,309521,870906,215,3485,116,3816,983,1899,1551,1349,4799,0.39570743904980205,0.32319233173577827,0.2811002292144197,301341.0,98419.0,85232.0
2016-06-16_07,310737,874814,312,5146,188,5646,1427,2973,2215,1885,7073,0.4203308355718931,0.313162731514209,0.2665064329138979,302253.0,99075.0,85451.0
2016-06-16_08,312179,879095,473,5170,276,5919,1687,3658,2081,1867,7606,0.4809361030765185,0.27359978963975806,0.24546410728372337,302975.0,99643.0,85664.0
2016-06-16_09,313524,883268,472,5447,223,6142,1723,3487,2259,2119,7865,0.4433566433566434,0.28722186904005087,0.2694214876033058,303977.0,100081.0,86033.0
2016-06-16_10,314801,887130,487,4886,292,5665,1732,3240,2268,1889,7397,0.438015411653373,0.3066107881573611,0.2553738001892659,304904.0,100324.0,86479.0
2016-06-16_11,315982,890962,600,5008,331,5939,1882,3297,2408,2116,7821,0.42155734560797853,0.30788901674977626,0.2705536376422452,305931.0,100707.0,86868.0
2016-06-16_12,317065,894462,515,4693,268,5476,1654,2833,2306,1991,7130,0.39733520336605893,0.32342215988779804,0.2792426367461431,306971.0,101090.0,87181.0
2016-06-16_13,317943,896957,310,3236,158,3704,1224,2211,1602,1115,4928,0.4486607142857143,0.32508116883116883,0.2262581168831169,307594.0,101384.0,87405.0
2016-06-16_14,318810,899210,260,2900,122,3282,1020,1823,1356,1123,4302,0.4237563923756392,0.31520223152022314,0.26104137610413763,308153.0,101682.0,87565.0
2016-06-16_15,319767,901881,357,3163,121,3641,1089,2138,1373,1219,4730,0.4520084566596195,0.29027484143763216,0.2577167019027484,308632.0,102059.0,87716.0
2016-06-16_16,320848,904412,357,2834,99,3290,1124,2219,1283,912,4414,0.5027186225645673,0.290666062528319,0.20661531490711374,309004.0,102357.0,87810.0
2016-06-16_17,322544,907775,309,3766,84,4159,929,3009,1240,839,5088,0.5913915094339622,0.24371069182389937,0.16489779874213836,309617.0,102522.0,87866.0
2016-06-16_18,323441,909788,237,2618,66,2921,745,1598,998,1070,3666,0.4358974358974359,0.2722313147845063,0.2918712493180578,310489.0,102665.0,87898.0
2016-06-16_19,324239,911631,223,2391,72,2686,654,1467,952,921,3340,0.43922155688622755,0.28502994011976046,0.275748502994012,311208.0,102926.0,87932.0
2016-06-16_20,325013,913389,216,2343,76,2635,572,1302,1045,860,3207,0.4059869036482694,0.32584970377299655,0.268163392578734,311932.0,103243.0,87963.0
2016-06-16_21,325685,915155,262,2205,68,2535,638,1276,921,976,3173,0.40214308225653955,0.29026158209895997,0.3075953356445005,312415.0,103523.0,87996.0
2016-06-16_22,326237,916556,184,1697,53,1934,435,1010,639,720,2369,0.4263402279442803,0.2697340650063318,0.3039257070493879,312794.0,103770.0,88019.0
2016-06-16_23,326506,917228,95,789,28,912,247,443,352,364,1159,0.3822260569456428,0.30371009490940465,0.31406384814495253,312960.0,103855.0,88036.0
2016-06-17_00,326648,917539,52,386,13,451,194,261,205,179,645,0.4046511627906977,0.3178294573643411,0.2775193798449612,313051.0,103870.0,88045.0
2016-06-17_01,326754,917757,20,288,11,319,137,167,122,167,456,0.36622807017543857,0.2675438596491228,0.36622807017543857,313118.0,103888.0,88051.0
2016-06-17_02,326873,917967,14,257,8,279,87,172,108,86,366,0.46994535519125685,0.29508196721311475,0.23497267759562843,313199.0,103898.0,88059.0
2016-06-17_03,326935,918103,10,187,2,199,67,110,83,73,266,0.41353383458646614,0.31203007518796994,0.2744360902255639,313254.0,103907.0,88066.0
2016-06-17_04,327026,918336,15,293,13,321,122,162,147,134,443,0.3656884875846501,0.33182844243792325,0.30248306997742663,313304.0,103922.0,88085.0
2016-06-17_05,327181,918802,38,676,28,742,235,410,344,223,977,0.4196519959058342,0.35209825997952915,0.22824974411463664,313526.0,103996.0,88110.0
2016-06-17_06,327517,919852,104,1461,37,1602,542,897,701,546,2144,0.4183768656716418,0.3269589552238806,0.25466417910447764,313935.0,104162.0,88143.0
2016-06-17_07,328026,921463,169,2177,55,2401,764,1424,1022,719,3165,0.44992101105845184,0.32290679304897313,0.22717219589257504,314492.0,104501.0,88176.0
2016-06-17_08,328920,923745,218,2774,80,3072,871,1443,915,1585,3943,0.36596500126807,0.2320568095358864,0.4019781891960436,314932.0,105337.0,88395.0
2016-06-17_09,329688,925744,192,2464,99,2755,810,1371,923,1271,3565,0.38457223001402524,0.25890603085554,0.3565217391304348,315346.0,105924.0,88523.0
2016-06-17_10,330342,927575,259,2203,73,2535,892,1493,883,1051,3427,0.4356580099212139,0.25765976072366503,0.30668222935512107,315686.0,106410.0,88584.0
2016-06-17_11,330893,929229,215,1963,91,2269,778,1379,712,956,3047,0.45257630456186415,0.23367246471939612,0.3137512307187397,315994.0,106803.0,88615.0
2016-06-17_12,331436,930699,202,1796,77,2075,789,1152,807,905,2864,0.4022346368715084,0.2817737430167598,0.3159916201117318,316255.0,107125.0,88658.0
2016-06-17_13,331998,932135,203,1738,77,2018,735,1151,809,793,2753,0.41808935706502,0.29386124228114785,0.28804940065383217,316620.0,107321.0,88735.0
2016-06-17_14,332551,933535,191,1721,77,1989,682,1188,725,758,2671,0.4447772369898914,0.27143391988019466,0.28378884312991387,316990.0,107579.0,88763.0
2016-06-17_15,333015,934823,182,1550,72,1804,623,1061,710,656,2427,0.43716522455706636,0.29254223320972395,0.2702925422332097,317268.0,107745.0,88819.0
2016-06-17_16,333643,936409,206,1798,80,2084,603,1070,688,929,2687,0.39821362113881653,0.25604763676963155,0.3457387420915519,317460.0,108317.0,88888.0
2016-06-17_17,334169,937781,199,1723,63,1985,558,951,767,825,2543,0.37396775462052695,0.3016122689736532,0.3244199764058199,317769.0,108741.0,88940.0
2016-06-17_18,334581,939143,249,1782,60,2091,534,1037,858,730,2625,0.39504761904761904,0.32685714285714285,0.2780952380952381,318214.0,108998.0,89009.0
2016-06-17_19,334996,940665,240,1922,77,2239,596,1076,981,778,2835,0.37954144620811286,0.346031746031746,0.2744268077601411,318590.0,109339.0,89116.0
2016-06-17_20,335519,942373,256,2009,98,2363,607,1086,968,916,2970,0.3656565656565657,0.32592592592592595,0.3084175084175084,318899.0,109635.0,89392.0
2016-06-17_21,335939,943962,225,2021,77,2323,561,1017,1052,815,2884,0.3526352288488211,0.3647711511789182,0.28259361997226073,319243.0,109922.0,89542.0
2016-06-17_22,336299,945279,188,1629,54,1871,488,870,817,672,2359,0.36880033912674864,0.34633319203052143,0.28486646884273,319483.0,110182.0,89633.0
2016-06-17_23,336507,946128,131,1157,44,1332,348,477,566,637,1680,0.2839285714285714,0.33690476190476193,0.37916666666666665,319705.0,110341.0,89743.0
2016-06-18_00,336611,946534,69,560,25,654,213,265,353,249,867,0.30565167243367936,0.4071510957324106,0.28719723183391005,319869.0,110396.0,89767.0
2016-06-18_01,336681,946783,29,340,16,385,120,168,193,144,505,0.3326732673267327,0.3821782178217822,0.2851485148514851,319959.0,110427.0,89792.0
2016-06-18_02,336717,946918,21,202,20,243,103,113,144,89,346,0.3265895953757225,0.4161849710982659,0.25722543352601157,320039.0,110445.0,89805.0
2016-06-18_03,336758,947067,18,208,21,247,68,97,127,91,315,0.30793650793650795,0.4031746031746032,0.28888888888888886,320095.0,110464.0,89819.0
2016-06-18_04,336815,947286,16,284,23,323,99,149,154,119,422,0.35308056872037913,0.36492890995260663,0.28199052132701424,320138.0,110490.0,89874.0
2016-06-18_05,336916,947738,35,598,32,665,190,271,335,249,855,0.3169590643274854,0.391812865497076,0.2912280701754386,320249.0,110566.0,89946.0
2016-06-18_06,337121,948625,86,1228,44,1358,444,661,638,503,1802,0.3668146503884573,0.35405105438401774,0.279134295227525,320416.0,110804.0,90007.0
2016-06-18_07,337554,950320,205,2207,86,2498,739,1220,1146,871,3237,0.37689218412109976,0.3540315106580167,0.26907630522088355,320807.0,111112.0,90217.0
2016-06-18_08,338016,952083,315,2257,110,2682,810,1450,1153,889,3492,0.4152348224513173,0.3301832760595647,0.25458190148911797,321185.0,111377.0,90380.0
2016-06-18_09,338507,953899,292,2253,142,2687,888,1427,1162,986,3575,0.39916083916083916,0.32503496503496504,0.2758041958041958,321620.0,111537.0,90553.0
2016-06-18_10,339039,956092,360,2490,132,2982,824,1569,1445,792,3806,0.4122438255386232,0.37966368891224384,0.20809248554913296,321917.0,111653.0,90649.0
2016-06-18_11,339564,958119,319,2409,134,2862,798,1576,1356,728,3660,0.4306010928961749,0.3704918032786885,0.1989071038251366,322290.0,111726.0,90763.0
2016-06-18_12,339666,958535,80,562,33,675,193,306,409,153,868,0.35253456221198154,0.47119815668202764,0.17626728110599077,322449.0,111741.0,90783.0
2016-06-18_13,339666,958535,80,562,33,675,193,306,409,153,868,0.35253456221198154,0.47119815668202764,0.17626728110599077,322449.0,111741.0,90783.0
2016-06-18_14,339809,959052,95,655,22,772,219,402,412,177,991,0.4056508577194753,0.4157416750756811,0.17860746720484358,322594.0,111775.0,90810.0
